question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
158,butan-2-one,CCC(=O)C,ethyl undecanoate,CCCCCCCCCCC(=O)OCC,{CCC(=O)C;butan-2-one};{CCCCCCCCCCC(=O)OCC;ethyl undecanoate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCC(=O)C or CCCCCCCCCCC(=O)OCC? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: butan-2-one or ethyl undecanoate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCCCCCCC(=O)OCC;ethyl undecanoate,SMILES_1 PLEASANTNESS=41.864864865;SMILES_2 PLEASANTNESS=54.659574468
159,methyl benzoate,COC(=O)C1=CC=CC=C1,ethyl 3-(furan-2-ylmethylsulfanyl)propanoate,CCOC(=O)CCSCC1=CC=CO1,{COC(=O)C1=CC=CC=C1;methyl benzoate};{CCOC(=O)CCSCC1=CC=CO1;ethyl 3-(furan-2-ylmethylsulfanyl)propanoate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: COC(=O)C1=CC=CC=C1 or CCOC(=O)CCSCC1=CC=CO1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: methyl benzoate or ethyl 3-(furan-2-ylmethylsulfanyl)propanoate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",COC(=O)C1=CC=CC=C1;methyl benzoate,SMILES_1 PLEASANTNESS=45.47826087;SMILES_2 PLEASANTNESS=19.354166667
160,ethyl 2-methylpentanoate,CCCC(C)C(=O)OCC,propyl acetate,CCCOC(=O)C,{CCCC(C)C(=O)OCC;ethyl 2-methylpentanoate};{CCCOC(=O)C;propyl acetate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCC(C)C(=O)OCC or CCCOC(=O)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: ethyl 2-methylpentanoate or propyl acetate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCC(C)C(=O)OCC;ethyl 2-methylpentanoate,SMILES_1 PLEASANTNESS=74.791666667;SMILES_2 PLEASANTNESS=42.58974359
161,3-methylbutyl butanoate,CCCC(=O)OCCC(C)C,"1-(2,5-dimethylfuran-3-yl)ethanone",CC1=CC(=C(O1)C)C(=O)C,"{CCCC(=O)OCCC(C)C;3-methylbutyl butanoate};{CC1=CC(=C(O1)C)C(=O)C;1-(2,5-dimethylfuran-3-yl)ethanone}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCC(=O)OCCC(C)C or CC1=CC(=C(O1)C)C(=O)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 3-methylbutyl butanoate or 1-(2,5-dimethylfuran-3-yl)ethanone? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCC(=O)OCCC(C)C;3-methylbutyl butanoate,SMILES_1 PLEASANTNESS=51.822222222;SMILES_2 PLEASANTNESS=32.586956522
162,"(E)-3,7,11,15-tetramethylhexadec-2-en-1-ol",CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C,methyl octanoate,CCCCCCCC(=O)OC,"{CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C;(E)-3,7,11,15-tetramethylhexadec-2-en-1-ol};{CCCCCCCC(=O)OC;methyl octanoate}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C or CCCCCCCC(=O)OC? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: (E)-3,7,11,15-tetramethylhexadec-2-en-1-ol or methyl octanoate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCCCC(=O)OC;methyl octanoate,SMILES_1 PLEASANTNESS=27.395833333;SMILES_2 PLEASANTNESS=72.025
163,2-methylbenzenethiol,CC1=CC=CC=C1S,2-methoxy-4-methyl-1-propan-2-ylbenzene,CC1=CC(=C(C=C1)C(C)C)OC,{CC1=CC=CC=C1S;2-methylbenzenethiol};{CC1=CC(=C(C=C1)C(C)C)OC;2-methoxy-4-methyl-1-propan-2-ylbenzene},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC1=CC=CC=C1S or CC1=CC(=C(C=C1)C(C)C)OC? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-methylbenzenethiol or 2-methoxy-4-methyl-1-propan-2-ylbenzene? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC1=CC(=C(C=C1)C(C)C)OC;2-methoxy-4-methyl-1-propan-2-ylbenzene,SMILES_1 PLEASANTNESS=24.456521739;SMILES_2 PLEASANTNESS=42.790697674
164,hexyl propanoate,CCCCCCOC(=O)CC,2-ethylpyrazine,CCC1=NC=CN=C1,{CCCCCCOC(=O)CC;hexyl propanoate};{CCC1=NC=CN=C1;2-ethylpyrazine},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCOC(=O)CC or CCC1=NC=CN=C1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: hexyl propanoate or 2-ethylpyrazine? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCCOC(=O)CC;hexyl propanoate,SMILES_1 PLEASANTNESS=53.733333333;SMILES_2 PLEASANTNESS=39.102040816
165,2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one,CCC1C(=C(C(=O)O1)O)C,2-isothiocyanatoethylbenzene,C1=CC=C(C=C1)CCN=C=S,{CCC1C(=C(C(=O)O1)O)C;2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one};{C1=CC=C(C=C1)CCN=C=S;2-isothiocyanatoethylbenzene},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCC1C(=C(C(=O)O1)O)C or C1=CC=C(C=C1)CCN=C=S? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one or 2-isothiocyanatoethylbenzene? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCC1C(=C(C(=O)O1)O)C;2-ethyl-4-hydroxy-3-methyl-2H-furan-5-one,SMILES_1 PLEASANTNESS=59.815384615;SMILES_2 PLEASANTNESS=23.224489796
166,benzyl 2-hydroxybenzoate,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,hexan-2-ol,CCCCC(C)O,{C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O;benzyl 2-hydroxybenzoate};{CCCCC(C)O;hexan-2-ol},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O or CCCCC(C)O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: benzyl 2-hydroxybenzoate or hexan-2-ol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O;benzyl 2-hydroxybenzoate,SMILES_1 PLEASANTNESS=57.454545455;SMILES_2 PLEASANTNESS=41.083333333
167,(E)-3-phenylprop-2-en-1-ol,C1=CC=C(C=C1)/C=C/CO,4-(2-aminoethyl)phenol,C1=CC(=CC=C1CCN)O,{C1=CC=C(C=C1)/C=C/CO;(E)-3-phenylprop-2-en-1-ol};{C1=CC(=CC=C1CCN)O;4-(2-aminoethyl)phenol},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C1=CC=C(C=C1)/C=C/CO or C1=CC(=CC=C1CCN)O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: (E)-3-phenylprop-2-en-1-ol or 4-(2-aminoethyl)phenol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C1=CC=C(C=C1)/C=C/CO;(E)-3-phenylprop-2-en-1-ol,SMILES_1 PLEASANTNESS=46.729166667;SMILES_2 PLEASANTNESS=30.825
168,"2-butan-2-yl-1,3-thiazole",CCC(C)C1=NC=CS1,"(2Z)-3,7-dimethylocta-2,6-dien-1-ol",CC(=CCC/C(=C\CO)/C)C,"{CCC(C)C1=NC=CS1;2-butan-2-yl-1,3-thiazole};{CC(=CCC/C(=C\CO)/C)C;(2Z)-3,7-dimethylocta-2,6-dien-1-ol}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCC(C)C1=NC=CS1 or CC(=CCC/C(=C\CO)/C)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-butan-2-yl-1,3-thiazole or (2Z)-3,7-dimethylocta-2,6-dien-1-ol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","CC(=CCC/C(=C\CO)/C)C;(2Z)-3,7-dimethylocta-2,6-dien-1-ol",SMILES_1 PLEASANTNESS=23.93877551;SMILES_2 PLEASANTNESS=61.869565217
169,isothiocyanatomethylbenzene,C1=CC=C(C=C1)CN=C=S,"[(2E)-3,7-dimethylocta-2,6-dienyl] acetate",CC(=CCC/C(=C/COC(=O)C)/C)C,"{C1=CC=C(C=C1)CN=C=S;isothiocyanatomethylbenzene};{CC(=CCC/C(=C/COC(=O)C)/C)C;[(2E)-3,7-dimethylocta-2,6-dienyl] acetate}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C1=CC=C(C=C1)CN=C=S or CC(=CCC/C(=C/COC(=O)C)/C)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: isothiocyanatomethylbenzene or [(2E)-3,7-dimethylocta-2,6-dienyl] acetate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","CC(=CCC/C(=C/COC(=O)C)/C)C;[(2E)-3,7-dimethylocta-2,6-dienyl] acetate",SMILES_1 PLEASANTNESS=14.326530612;SMILES_2 PLEASANTNESS=54.884615385
